,Product_Name,Brand,Capacity,Original_Price,Discount_Price,Discount_Percentage,specification,Rating,totalNumberofRatingGivens
0,Milton Thermosteel Flip Lid 1000 ML Flask (24hrs Hot & ...,Milton,1000 ML,NaN,NaN,NaN,"Pack of 1, Silver, Steel",4.4,"(11,267)"
1,Milton Thermosteel duo dlx 1000 1000 ml Bottle,Milton,1000 ml,"₹1,200",₹989,17% off,"Pack of 1, Steel/Chrome, Steel",4.5,"(4,182)"
2,Cello VENICE FRIDGE WATER BOTTLES 1000 ml Bottle,Cello,1000 ml,₹599,₹425,29% off,"Pack of 5, Multicolor, Plastic",4.5,"(48,093)"
3,AKG Stainless Steel Fridge Water Bottle/Refrigerator Bo...,AKG,NaN,₹999,₹599,40% off,"Pack of 3, Silver, Steel",3.9,(169)
4,Pigeon Bling 750 ml Bottle,Pigeon,750 ml,₹399,₹249,37% off,"Pack of 1, Steel/Chrome, Steel",4.1,"(24,934)"
5,Milton Thermosteel Flip lid 1000 ml Bottle,Milton,1000 ml,₹995,₹846,14% off,"Pack of 1, Silver, Steel",4.3,(793)
6,Greenchef Kiyo Thermosteel stainless steel 1000 ml Bott...,Greenchef,1000 ml,"₹1,059",₹699,33% off,"Pack of 1, Silver, Steel",4.3,"(2,624)"
7,STARRY Jointless Mirror Shine Stainless Steel Water Bot...,STARRY,NaN,₹549,₹299,45% off,"Pack of 1, Silver, Steel",NaN,NaN
8,ATMAN 3PCS WATER BOTTLE 1000 ml Water Bottles,ATMAN,1000 ml,₹499,₹139,72% off,"Set of 3, Multicolor",4.4,(159)
9,AKR Double Wall Vacuum Insulated Stainless Steel Flask ...,AKR,NaN,"₹1,299",₹449,65% off,Blue,4.2,(842)
10,Tuelip Stainless Steel Bottle for School Kids Girls & B...,Tuelip,NaN,₹599,₹259,56% off,"Set of 1, Blue",3.9,(128)
11,STARRY WaterBottle81 1000 ml Bottle,STARRY,1000 ml,₹499,₹239,52% off,"Pack of 1, Silver, Steel",NaN,NaN
12,Tuelip Stainless Steel Water Bottle For School Going Ki...,Tuelip,NaN,₹699,₹299,57% off,Blue,4.2,(539)
13,Fitkit Classic Bottle 700 ml Shaker,Fitkit,700 ml,₹449,₹148,67% off,"Pack of 1, Brown, Plastic",4.3,"(22,173)"
14,Jaypee Plus Max Gym bottle 700 ml Shaker,Jaypee,700 ml,₹699,₹183,73% off,"Pack of 1, Black, Plastic",4.2,"(76,601)"
15,STARRY Stainless Steel Fridge/Sports /Refrigerator Wate...,STARRY,NaN,₹595,₹239,59% off,"Pack of 1, Silver, Steel",NaN,NaN
16,Spider Smart Protein Shaker Bottle for gym with 2 Stora...,Spider,NaN,₹290,₹194,33% off,"Pack of 1, Red, Plastic",4.2,"(15,864)"
17,Fortune Kachi Ghani Mustard Oil Plastic Bottle,Fortune,NaN,₹96,₹74,22% off,500 ml,4.4,"(3,765)"
18,Deva Group Of Industries Design Joient Leak Proof Pure ...,Deva,NaN,"₹4,126","₹1,085",73% off,"Pack of 3, Brown, Copper",4.1,(144)
19,STARRY Stainless Steel Fridge water bottle 1000 ml (Pac...,STARRY,1000 ml,"₹1,190",₹429,63% off,"Pack of 2, Silver, Steel",NaN,NaN
20,MASTERCOOL Curve 900 ml Bottle,MASTERCOOL,900 ml,₹199,₹119,40% off,"Pack of 1, Blue, PET",4.1,"(78,210)"
21,Greenchef Stainless steel 750ml Bottle with lock 750 ml...,Greenchef,750ml,₹399,₹229,42% off,"Pack of 1, Steel/Chrome, Steel",4,"(9,870)"
22,Milton Flip hot and cold thermosteel bottle 1000 ml Bot...,Milton,1000 ml,₹995,₹849,14% off,"Pack of 1, Silver, Steel",4.4,(969)
23,Greenchef Kiyo Thermosteel SS 500 ml Bottle,Greenchef,500 ml,₹699,₹449,35% off,"Pack of 1, Silver, Steel",4.3,(645)
24,Milton COPPER CHARGE 1000 960 ml Bottle,Milton,960 ml,₹925,₹769,16% off,"Pack of 1, Copper, Copper",4.1,"(1,808)"
25,Milton THERMOSTEEL 1000 FLIP LID 1000 ml Bottle,Milton,1000 ml,₹995,₹849,14% off,"Pack of 1, Steel/Chrome, Steel",4.3,(565)
26,Rema Do Your Best 1000 Stainless Steel Water Bottle for...,Rema,NaN,₹400,₹200,50% off,"Set of 1, Blue",3.8,(10)
27,AKG Stainless Steel Water Bottle/ Fridge Water Bottle 1...,AKG,NaN,"₹2,999","₹1,098",63% off,"Pack of 6, Silver, Steel",4,(281)
28,Tuelip Sports Stainless Steel Bottle for School Kids Gi...,Tuelip,NaN,₹699,₹299,57% off,"Set of 1, Red",4.2,(389)
29,Rema Water Bottle Stainless Steel - Sports Pure Steel B...,Rema,NaN,₹529,₹260,50% off,"Set of 1, Silver",4,(256)
30,Disney 3D FIGURINE TUMBLER CARS RACERS EDGE 360 ml Wate...,Disney,360 ml,₹399,₹339,15% off,"Set of 1, Red",4.3,(28)
31,SKY ENTERPRISES Copper Water Bottle 1000 ml Bottle,SKY,1000 ml,"₹1,299",₹420,67% off,"Pack of 1, Copper, Copper",NaN,NaN
32,Fitkit FKSB09 Classic 700 ml Shaker,Fitkit,700 ml,₹449,₹137,69% off,"Pack of 1, Purple, Plastic",4.3,"(22,173)"
33,Fitkit FKSB10 Classic 700 ml Shaker,Fitkit,700 ml,₹449,₹149,66% off,"Pack of 1, Blue, Plastic",4.3,"(22,173)"
34,HAANS Shakeit 500 ml Shaker,HAANS,500 ml,₹749,₹183,75% off,"Pack of 1, Orange, Plastic",4.3,"(11,228)"
35,Greenchef SS Bottle - 750ml with Handle 750 ml Bottle,Greenchef,750ml,₹899,₹589,34% off,"Pack of 1, Silver, Steel",4.3,"(2,017)"
36,Milton Thermosteel Flip lid 1000 ml Flask 1000 ml Flask,Milton,1000 ml,₹995,₹766,23% off,"Pack of 1, Silver, Steel",4.4,"(1,35,755)"
37,Flipkart SmartBuy Designer Mosaic Bottle - 1000ml - PET,Flipkart,1000ml,₹679,₹279,58% off,"Pack of 3, Multicolor, PET",4.5,"(34,873)"
38,Cello cello H2O 1000 ml Bottle,Cello,1000 ml,"₹1,050",₹679,35% off,"Pack of 6, Red, Green, Blue, Pink, Orange, Grey, Plastic",4.4,"(49,594)"
39,SNT Shaker Bottle 1000 ml 1000 ml Bottle,SNT,1000 ml,₹490,₹250,48% off,"Pack of 1, Black, Plastic",NaN,NaN
40,AS-IT-IS Nutrition Shaker Bottle / Water Bottle 1.5 Lit...,AS-IT-IS,NaN,₹320,₹249,22% off,"Pack of 1, Multicolor, Plastic",4.4,"(3,477)"
41,Dalmia Sanjeevani Hand Sanitizer Bottle,Dalmia,NaN,₹250,₹125,50% off,0.5 L,4.2,(9)
42,Milton THERMOSTEEL DUO 1800 1800 ml Bottle,Milton,1800 ml,"₹1,820","₹1,599",12% off,"Pack of 1, Steel/Chrome, Steel",4.4,"(1,224)"
43,STARRY Jointless Mirror Shine Stainless Steel Water Bot...,STARRY,NaN,₹549,₹299,45% off,"Pack of 1, Silver, Steel",NaN,NaN
44,Greenchef Alta Stainless steel 600ml bottle 600 ml Bott...,Greenchef,600ml,₹299,₹229,23% off,"Pack of 1, Steel/Chrome, Steel",4.2,"(3,393)"
45,Tallboy INDIAN CRAFT CLASSIC COPPER HAMMERED 1000 ml Bo...,Tallboy,1000 ml,₹885,₹469,47% off,"Pack of 1, Copper, Copper",4.2,(180)
46,Greenchef SS Bottle - 750ml with Handle 750 ml Bottle,Greenchef,750ml,₹899,₹589,34% off,"Pack of 1, Silver, Steel",4.3,"(2,015)"
47,STARRY WaterBottle81 1000 ml Bottle,STARRY,1000 ml,₹499,₹239,52% off,"Pack of 1, Silver, Steel",NaN,NaN
48,Dr. Copper Worlds First Seam Less Copper Water 1000 ml ...,Dr.,1000 ml,₹799,₹729,8% off,"Pack of 1, Brown, Copper",4.1,"(12,474)"
49,Kimaya Stainless Steel 1000 ml Bottle,Kimaya,1000 ml,"₹1,199",₹445,62% off,"Pack of 2, Silver, Steel",3.9,(339)
50,ATMAN 6PCS WATERBOTTLE 1000 ml Water Bottle,ATMAN,1000 ml,₹799,₹349,56% off,"Set of 1, Multicolor",4.3,(74)
51,STARRY Stainless Steel Fridge/Sports /Refrigerator Wate...,STARRY,NaN,₹595,₹239,59% off,"Pack of 1, Silver, Steel",NaN,NaN
52,Disney 3D FIGURINE TUMBLER MINNIE 360 ml Water Bottle,Disney,360 ml,NaN,₹399,NaN,"Set of 1, Multicolor",4.2,(122)
53,Tuelip Stainless Steel Water Bottle For School Going Ki...,Tuelip,NaN,₹799,₹469,41% off,"Blue, Yellow",4.1,"(1,055)"
54,UNIGEAR BPA Free Double Wall Vacuum Insulated Thermos W...,UNIGEAR,NaN,₹798,₹429,46% off,"Set of 1, Black",4.3,(284)
55,STARRY Stainless Steel Fridge water bottle 1000 ml (Pac...,STARRY,1000 ml,"₹1,190",₹429,63% off,"Pack of 2, Silver, Steel",NaN,NaN
56,Fitastic Shaker 2.0 (Black)700 ml 700 ml Shaker,Fitastic,700 ml,₹600,₹225,62% off,"Pack of 1, Black, PET",4.2,(634)
57,QUINERGYS ® Protein Shaker | Sipper Bottle | Gym Bottle...,QUINERGYS,NaN,₹634,₹191,69% off,"Pack of 1, Red, Tritan, Plastic",4.1,"(1,289)"
58,Nova Premium Quality Liquid + Double Protein Compartmen...,Nova,NaN,₹599,₹199,66% off,"Pack of 1, Purple, Black, Plastic",4.1,(195)
59,SKY ENTERPRISES Copper Water Bottle 1000 ml Bottle,SKY,1000 ml,"₹1,299",₹420,67% off,"Pack of 1, Copper, Copper",NaN,NaN
60,Zandu Chyavanprashad,Zandu,NaN,NaN,₹230,NaN,900 g,4.4,(136)
61,AKG Stainless Steel Fridge Water Bottle/Refrigerator Bo...,AKG,NaN,₹999,₹599,40% off,"Pack of 3, Silver, Steel",3.9,(169)
62,Prestige Tattva Copper Bottle TCB 03 1000 ml Bottle,Prestige,1000 ml,₹995,₹795,20% off,"Pack of 1, Brown, Copper",4.1,"(3,974)"
63,SNT Shaker Bottle 1000 ml 1000 ml Bottle,SNT,1000 ml,₹490,₹250,48% off,"Pack of 1, Black, Plastic",NaN,NaN
64,Flipkart SmartBuy Designer Mosaic Bottle - 1000ml - PET,Flipkart,1000ml,"₹1,279",₹499,60% off,"Pack of 6, Multicolor, PET",4.5,"(34,873)"
65,Milton DUO DLX 500 500 ml Bottle,Milton,500 ml,₹775,₹699,9% off,"Pack of 1, Steel/Chrome, Steel",4.4,(611)
66,Cello Puro Sports Set of 2 Assorted 900 ml Bottle,Cello,900 ml,₹358,₹300,16% off,"Pack of 2, Multicolor, Plastic",4.2,"(13,060)"
67,Cello Ozone Plastic Water Bottle Set of 6 1000 ml Bottl...,Cello,1000 ml,₹852,₹584,31% off,"Pack of 6, Multicolor, Plastic",4.4,"(3,515)"
68,"Tuelip Metal Durable Sports Water Bottle For College,Sc...",Tuelip,NaN,₹599,₹229,61% off,"Set of 1, Black",3.6,(230)
69,SPEEDEX Single Walled Stainless Steel Fridge Water Bott...,SPEEDEX,NaN,₹449,₹399,11% off,"Pack of 1, Blue, Steel",4.1,(434)
70,"Tuelip Stainless Steel Water Bottle For College, School...",Tuelip,NaN,"₹1,199",₹499,58% off,"Set of 2, Multicolor",4.3,(42)
71,Tuelip Stainless Steel Water Bottle For School Going Ki...,Tuelip,NaN,₹699,₹249,64% off,"Set of 1, Pink",4.1,(508)
72,Marvel AVENGER 500 ml Water Bottle,Marvel,500 ml,₹199,₹169,15% off,"Set of 1, Blue, Black",4.1,(66)
73,Tupperware Fliptop Bottle 750 ml Bottle,Tupperware,750 ml,"₹1,100",₹989,10% off,"Pack of 4, Yellow, Green, Blue, Red, Plastic",4.8,(9)
74,AS-IT-IS Nutrition Protein Shaker Bottle with Scoop (30...,AS-IT-IS,NaN,₹254,₹188,25% off,"Pack of 1, Multicolor, Plastic",4.3,"(8,340)"
75,Jaypee Plus Max Gym bottle 700 ml Shaker,Jaypee,700 ml,₹699,₹183,73% off,"Pack of 1, Green, Plastic",4.2,"(76,600)"
76,QUINERGYS ® Spider Protein Shaker Bottle for Gym - 500m...,QUINERGYS,NaN,₹399,₹192,51% off,"Pack of 1, Green, Tritan, Plastic",4.1,"(4,354)"
77,Cadbury Bournvita Pro Health Vitamins,Cadbury,NaN,NaN,₹110,NaN,200 g,4.5,"(5,594)"
78,"Milton Thermosteel Flip Lid Flask, Silver 500 ml Bottle",Milton,500 ml,NaN,NaN,NaN,"Pack of 1, Silver, Steel",4.3,"(2,127)"
79,Tupperware Aquasafe Water Bottle 1000 ml Bottle,Tupperware,1000 ml,"₹1,100",₹984,10% off,"Pack of 4, Orange, Green, Blue, Yellow, Plastic",4.7,(12)
80,GALAXY Gifts Store BEAST SPORTS GALLON BOTTLE 1.5 L WIT...,GALAXY,NaN,₹399,₹220,44% off,"Pack of 1, Black, Plastic",4.4,(195)
81,Spider Smart Protein Shaker Bottle for gym with 2 Stora...,Spider,NaN,₹799,₹197,75% off,"Pack of 1, Black, Plastic",4.2,"(15,864)"
82,Adrenex by Flipkart BPA Free Gym Bottle with Single Sup...,Adrenex,NaN,₹529,₹259,51% off,"Pack of 1, Grey, Orange, Plastic",4.3,"(20,824)"
83,STARRY Jointless Mirror Shine Stainless Steel Water Bot...,STARRY,NaN,₹549,₹299,45% off,"Pack of 1, Silver, Steel",NaN,NaN
84,Cadbury Bournvita Pro Health Vitamins,Cadbury,NaN,NaN,₹110,NaN,200 g,4.5,"(5,594)"
85,Greenchef Alta Stainless steel 600ml bottle 600 ml Bott...,Greenchef,600ml,₹299,₹229,23% off,"Pack of 1, Steel/Chrome, Steel",4.2,"(3,393)"
86,Prestige Tattva Copper Bottle TCB 04 1000 ml Bottle,Prestige,1000 ml,₹895,₹745,16% off,"Pack of 1, Brown, Copper",4,"(1,566)"
87,MASTERCOOL PYRAMID 1000 ml Bottle,MASTERCOOL,1000 ml,₹199,₹119,40% off,"Pack of 1, Blue, PET",4.3,"(1,458)"
88,Dr. Copper Worlds First Seam Less Copper Water 1000 ml ...,Dr.,1000 ml,₹799,₹729,8% off,"Pack of 1, Brown, Copper",4.1,"(12,474)"
89,STARRY Stainless Steel Fridge/Sports /Refrigerator Wate...,STARRY,NaN,₹595,₹239,59% off,"Pack of 1, Silver, Steel",NaN,NaN
90,Kimaya Stainless Steel 1000 ml Bottle,Kimaya,1000 ml,"₹1,199",₹445,62% off,"Pack of 2, Silver, Steel",3.9,(339)
91,Milton THERMOSTEEL 500 FLIP LID 500 ml Bottle,Milton,500 ml,₹670,₹589,12% off,"Pack of 1, Multicolor, Steel",4.3,(296)
92,"Tuelip ""wake up and make up"" Aluminium Printed Water Bo...",Tuelip,NaN,₹599,₹279,53% off,White,4.2,(107)
93,STARRY Stainless Steel Fridge water bottle 1000 ml (Pac...,STARRY,1000 ml,"₹1,190",₹429,63% off,"Pack of 2, Silver, Steel",NaN,NaN
94,Pigeon KING 750 ml Water Bottles,Pigeon,750 ml,₹620,₹460,25% off,"Set of 2, SILVER STEEL",4.1,(798)
95,Disney Classic 350 ml,Disney,350 ml,NaN,₹349,NaN,Multicolor,NaN,NaN
96,HopKart Plastic Water Bottels set of 12 1000 ml Water B...,HopKart,1000 ml,₹999,₹589,41% off,"Set of 12, Red, Black, Green, Blue, Multicolor",NaN,NaN
97,Adrenex by Flipkart BPA Free Gym Bottle with Mixer Ball...,Adrenex,NaN,₹379,₹219,42% off,"Pack of 1, Black, Grey, Plastic",4.3,"(13,140)"
98,Adrenex by Flipkart BPA Free Gym Bottle with Mixer Ball...,Adrenex,NaN,₹379,₹159,58% off,"Pack of 1, Blue, Grey, Plastic",4.3,"(13,140)"
99,SPEEDEX Single Walled Stainless Steel Fridge Water Bott...,SPEEDEX,NaN,₹449,₹399,11% off,"Pack of 1, Blue, Steel",4.1,(434)
100,AMROX Muscle Mb BPA Free Gym Bottle with Mixer Ball 650...,AMROX,NaN,₹299,₹249,16% off,"Pack of 1, Black, Plastic",4.3,(27)
101,Head & Shoulders Smooth & Silky Shampoo Men & Women,Head,NaN,₹150,₹144,4% off,180 ml,4.4,"(70,834)"
102,Greenchef SS Bottle - 750ml with Handle 750 ml Bottle,Greenchef,750ml,₹899,₹589,34% off,"Pack of 1, Silver, Steel",4.3,"(2,015)"
103,Tupperware Fliptop Bottle 750 ml Bottle,Tupperware,750 ml,"₹1,100",₹989,10% off,"Pack of 4, Yellow, Green, Blue, Red, Plastic",4.8,(9)
104,Cello OZONE 1000 ml Bottle,Cello,1000 ml,₹850,₹585,31% off,"Pack of 6, Multicolor, PET",4.5,"(4,624)"
105,AKG Stainless Steel Fridge Water Bottle/Refrigerator Bo...,AKG,NaN,₹999,₹599,40% off,"Pack of 3, Silver, Steel",3.9,(169)
106,Prestige Tattva Copper Bottle TCB 03 1000 ml Bottle,Prestige,1000 ml,₹995,₹795,20% off,"Pack of 1, Brown, Copper",4.1,"(3,974)"
107,"Cello Infuse Plastic Water Bottle Set, 800ml, Set of 2,...",Cello,800ml,₹398,₹299,24% off,"Pack of 2, Multicolor, Plastic",4.2,"(1,551)"
108,Cello Ozone Plastic Water Bottle Set of 6 1000 ml Bottl...,Cello,1000 ml,₹852,₹584,31% off,"Pack of 6, Multicolor, Plastic",4.4,"(3,515)"
109,Milton Thermosteel duo dlx 1000 1000 ml Bottle,Milton,1000 ml,"₹1,200",₹999,16% off,"Pack of 1, Steel/Chrome, Steel",4.5,"(4,182)"
110,Rema Water Bottle Stainless Steel - Sports Pure Steel B...,Rema,NaN,₹560,₹295,47% off,"Set of 1, Silver",3.9,(212)
111,Marvel SPIDERMAN 400 ml Water Bottle,Marvel,400 ml,NaN,₹199,NaN,"Set of 1, Red, Blue",4.1,(44)
112,Milton Kids Cutie School Water Bottle 450 ml (Pack of 2...,Milton,450 ml,₹349,₹199,42% off,"Set of 2, Multicolor",3.9,(16)
113,Tupperware Aquasafe Water Bottle 1000 ml Bottle,Tupperware,1000 ml,"₹1,100",₹984,10% off,"Pack of 4, Orange, Green, Blue, Yellow, Plastic",4.7,(12)
114,Tuelip Sports Stainless Steel Water Bottle 750 ml Water...,Tuelip,750 ml,₹599,₹279,53% off,"Set of 1, Black",4.1,(94)
115,Nova Extreme 101 BPA Free 700 ml Shaker,Nova,700 ml,₹899,₹138,84% off,"Pack of 1, Grey, Black, Plastic",3.9,"(5,548)"
116,HAANS Cyclone Shaker 500 ml Shaker,HAANS,500 ml,"₹1,999",₹329,83% off,"Pack of 1, Black, Plastic",4,(937)
117,HAANS Fuel Gym 500 ml Shaker,HAANS,500 ml,₹699,₹149,78% off,"Pack of 1, Blue, Plastic",4.3,"(8,214)"
118,Apis Himalaya Honey,Apis,NaN,₹120,₹9,92% off,300 g,4.1,(104)
119,SNT Shaker Bottle 1000 ml 1000 ml Bottle,SNT,1000 ml,₹490,₹250,48% off,"Pack of 1, Black, Plastic",NaN,NaN
120,Cello puro junior 600 ml Water Bottles,Cello,600 ml,₹349,₹289,17% off,"Set of 2, Pink, Yellow",4.1,(234)
121,GOCART 280ML Plastic Straw Portable Children Water Bott...,GOCART,280ML,NaN,₹299,NaN,"Set of 1, Green",3.8,(46)
122,MuscleBlaze Protein Shaker 650 ml Shaker,MuscleBlaze,650 ml,₹650,₹249,61% off,"Pack of 1, Black, Plastic",4.2,"(11,341)"
123,AKG Stainless Steel Fridge Water Bottle/Refrigerator Bo...,AKG,NaN,₹999,₹599,40% off,"Pack of 3, Silver, Steel",3.9,(169)
124,HAANS Fuel Gym 500 ml Shaker,HAANS,500 ml,₹699,₹149,78% off,"Pack of 1, Blue, Plastic",4.3,"(8,214)"
125,Fitastic Stainless Steel Shaker Bottle with Compartment...,Fitastic,NaN,"₹1,299",₹525,59% off,"Pack of 1, Steel/Chrome, Steel",4.3,(383)
126,Milton Thermosteel Flip Lid 500 ml Flask,Milton,500 ml,₹670,₹506,24% off,"Pack of 1, Silver, Steel, Copper",4.4,"(1,35,755)"
127,KenBerry Stainless Steel Vacuum Insulated Water Bottle ...,KenBerry,NaN,₹595,₹425,28% off,"Pack of 1, Black, Steel",4.2,(548)
128,KenBerry Alpha Duke 750 ml Bottle,KenBerry,750 ml,₹495,₹299,39% off,"Pack of 1, Maroon, Steel",4.1,(714)
129,STARRY Jointless Mirror Shine Stainless Steel Water Bot...,STARRY,NaN,₹549,₹299,45% off,"Pack of 1, Silver, Steel",NaN,NaN
130,KenBerry Alpha Duke 750 ml Bottle,KenBerry,750 ml,₹495,₹299,39% off,"Pack of 1, Black, Steel",4.1,(714)
131,Cello venice_v6 1000 ml Bottle,Cello,1000 ml,NaN,NaN,NaN,"Pack of 8, Multicolor, Plastic",4.5,"(2,832)"
132,Ozone Glacier RED 750 ml Bottle,Ozone,750 ml,₹400,₹285,28% off,"Pack of 1, Red, Steel",4,"(1,596)"
133,STARRY Stainless Steel Fridge/Sports /Refrigerator Wate...,STARRY,NaN,₹595,₹239,59% off,"Pack of 1, Silver, Steel",NaN,NaN
134,Milton Hot and Cold Bottle 1800 ml Bottle,Milton,1800 ml,"₹1,820","₹1,547",15% off,"Pack of 1, Silver, Steel",4.4,"(2,412)"
135,Tuelip Set Of 2 Stainless Steel Water Bottle For School...,Tuelip,NaN,₹799,₹445,44% off,"Set of 2, Blue, Pink",4.2,(106)
136,Tuelip Designer Mosaic Plastic Fridge Bottle Set for Ho...,Tuelip,NaN,₹799,₹499,37% off,"Set of 6, Multicolor",4.6,(46)
137,SERENITY water bottle 1000 ml Water Bottles,SERENITY,1000 ml,₹499,₹129,74% off,"Set of 3, Multicolor",NaN,NaN
138,Milton BARBIE Insulated 900 ml,Milton,900 ml,₹349,₹179,48% off,Pink,4,(40)
139,STARRY Stainless Steel Fridge water bottle 1000 ml (Pac...,STARRY,1000 ml,"₹1,190",₹429,63% off,"Pack of 2, Silver, Steel",NaN,NaN
140,"Strauss Stainless-Steel, Metal Finish 750 ml Sipper",Strauss,750 ml,₹599,₹331,44% off,"Pack of 1, Black, Steel",3.8,(400)
141,Nova BPA Free 700 ml Shaker,Nova,700 ml,₹599,₹138,76% off,"Pack of 1, Grey, Black, Plastic",4,(316)
142,SPIDER BOTTLE Unisex Spider Gym Sipper Protein Shaker B...,SPIDER,NaN,₹299,₹188,37% off,"Pack of 1, Black, Plastic",4.2,(5)
143,AKG Stainless Steel Water Bottle/ Fridge Water Bottle 1...,AKG,NaN,"₹2,999","₹1,098",63% off,"Pack of 6, Silver, Steel",4,(281)
144,Women's Horlicks Calseal Formula - Caramel Flavour,Women's,NaN,₹299,₹278,7% off,400 g,4.5,"(11,758)"
145,Tupperware Bottle 500 ml Bottle,Tupperware,500 ml,₹780,₹529,32% off,"Pack of 4, Purple, Green, Yellow, Pink, Plastic",4.3,(53)
146,Health Mechanic Radha_Kirshna_Copper1000 1000 ml Bottle,Health,1000 ml,₹999,₹439,56% off,"Pack of 1, Copper, Copper",4.1,(420)
147,Cello Ozone 1000 ml Bottle,Cello,1000 ml,₹148,₹129,12% off,"Pack of 1, Blue, Plastic",4.4,"(10,392)"
148,Cello Sportigo 1000 ml Bottle,Cello,1000 ml,₹152,₹125,17% off,"Pack of 1, Pink, Plastic",4.2,"(2,566)"
149,Greenchef SS Bottle - 750ml with Handle 750 ml Bottle,Greenchef,750ml,₹899,₹589,34% off,"Pack of 1, Silver, Steel",4.3,"(2,015)"
150,Nogaiya SPCY15 1000 ml Bottle,Nogaiya,1000 ml,"₹1,299",₹848,34% off,"Pack of 6, Multicolor, Glass",4.5,(100)
151,SPEEDEX Easy Grip Stainless Steel Fridge Water Bottle O...,SPEEDEX,NaN,₹525,₹398,24% off,"Pack of 1, Orange, Steel",4.1,(349)
152,AKR Double Wall Vacuum Flask Insulated Thermos Travel W...,AKR,NaN,"₹1,299",₹499,61% off,Black,4.1,(226)
153,Tupperware Fliptop Bottle 750 ml Bottle,Tupperware,750 ml,"₹1,100",₹989,10% off,"Pack of 4, Yellow, Green, Blue, Red, Plastic",4.8,(9)
154,Familia FW 500 ml Water Bottle,Familia,500 ml,₹299,₹149,50% off,"Set of 1, Silver",4.2,(6)
155,Marvel Classic 350 ml,Marvel,350 ml,NaN,₹349,NaN,Green,5,(3)
156,Marvel 3D FIGURINE TUMBLER AVENGERS GALERY HULK 360 ml ...,Marvel,360 ml,NaN,₹399,NaN,"Set of 1, Green",3.5,(31)
157,QUINERGYS ® Bottle Protein Shaker | Sipper Bottle | Gym...,QUINERGYS,NaN,₹290,₹187,35% off,"Pack of 1, Blue, Tritan, Plastic",4.4,(18)
158,Nova BPA Free Premium Quality Liquid + Double Protein 5...,Nova,NaN,₹999,₹199,80% off,"Pack of 1, Red, Plastic",4,(63)
159,Milton Thermosteel duo dlx 1000 1000 ml Bottle,Milton,1000 ml,"₹1,200",₹999,16% off,"Pack of 1, Steel/Chrome, Steel",4.5,"(4,182)"
160,Swiss Military SMF3 600 ml Water Bottle,Swiss,600 ml,₹590,₹325,44% off,"Set of 1, Red",4.8,(4)
161,Mr.COPPER COPPER MATT FINISH SIPPER WATER BOTTLE 700 ml,Mr.COPPER,700 ml,"₹1,099",₹549,50% off,Brown,4.1,(174)
162,Marvel SPIDERMAN 350 ml Water Bottle,Marvel,350 ml,NaN,₹249,NaN,"Set of 1, Multicolor",NaN,NaN
163,AKG Stainless Steel Fridge Water Bottle/Refrigerator Bo...,AKG,NaN,₹999,₹599,40% off,"Pack of 3, Silver, Steel",3.9,(169)
164,"Tuelip ""Somewhere Something Incredible Is Waiting To Be...",Tuelip,NaN,₹599,₹254,57% off,"Set of 1, White",4.3,(38)
165,Jaypee Plus SMART 750 ml Shaker,Jaypee,750 ml,₹799,₹195,75% off,"Pack of 1, Blue, Plastic",4.4,"(23,478)"
166,QUINERGYS ® Sport Protein Shaker Gym Water Bottle with ...,QUINERGYS,NaN,₹300,₹220,26% off,"Pack of 1, Black, Tritan, Plastic",4.1,(180)
167,DINAARKAN FROSTY GREEN TRANSPARENT GLASS WITH STRAW 450...,DINAARKAN,NaN,"₹1,199",₹291,75% off,"Pack of 1, Green, Glass",3.8,(57)
168,Biotique Bio Honey Water Pore tightening toner Men & Wo...,Biotique,NaN,₹175,₹122,30% off,120 ml,4.2,"(26,839)"
169,STARRY Jointless Mirror Shine Stainless Steel Water Bot...,STARRY,NaN,₹549,₹299,45% off,"Pack of 1, Silver, Steel",NaN,NaN
170,Riyansh Joint Free Leak Proof Hammered Copper Water Bot...,Riyansh,NaN,"₹1,469",₹799,45% off,"Pack of 2, Copper, Copper",4.3,(24)
171,"Milton Duke Thermosteel Hot & Cold Water Bottle, 400 ml...",Milton,400 ml,₹775,₹659,14% off,"Pack of 1, Pink, Steel",4.3,"(2,037)"
172,Milton 24 hour Hot & Cold Bottle 900 ml Bottle,Milton,900 ml,₹950,₹808,14% off,"Pack of 1, Pink, Steel",4.3,(360)
173,Greenchef Kiyo Thermosteel stainless steel 1000 ml Bott...,Greenchef,1000 ml,"₹1,059",₹699,33% off,"Pack of 1, Silver, Steel",4.3,"(2,624)"
174,Arihant's Stainless Steel 1000ml Fridge Bottle 1000 ml ...,Arihant's,1000ml,₹999,₹625,37% off,"Pack of 3, Silver, Steel",4.1,(269)
175,MASTERCOOL Curve 900 ml Bottle,MASTERCOOL,900 ml,₹199,₹119,40% off,"Pack of 1, Grey, PET",4.1,"(78,210)"
176,Luxuria 1000 ML STEEL WATER BOTTLE PACK OF 1 1000 ml Bo...,Luxuria,1000 ML,₹300,₹299,NaN,"Pack of 1, Clear, Steel",4,(54)
177,Greenchef Classic Alta 600 ml Water Bottle,Greenchef,600 ml,₹299,₹239,20% off,"Set of 1, Silver",4.2,"(1,203)"
178,Disney Princess 450 ml Water Bottle,Disney,450 ml,NaN,₹299,NaN,"Set of 1, Light Blue, Violet",3.9,(9)
